employee_id,manager_id,department,role_level,education_level,years_in_company,years_in_role,performance_rating,awards,kpis_count,kpis_achieved_pct,peer_review_score,training_courses_completed,certification_count,mentorship_participation,projects_delivered,salary,performance_intervention,promoted
EMP005266,EMP007415,Legal,IC2,Masters,6,1,3,0,2,50.0,3,0,1,0,1,83779,0,1
EMP008260,EMP004444,Product,IC2,Masters,3,1,3,0,2,100.0,4,3,0,0,2,85488,0,1
EMP007671,EMP005466,Engineering,IC3,Bachelors,4,2,4,0,3,33.33,5,0,0,0,5,88321,0,0
EMP007848,EMP001858,Marketing,IC2,Masters,4,2,3,0,2,100.0,3,3,2,0,1,86402,0,0
EMP005502,EMP002462,Sales,IC4,Bachelors,6,3,4,0,4,25.0,4,3,0,0,4,104637,0,0
EMP006316,EMP005466,Engineering,IC2,Masters,5,3,3,0,2,50.0,3,3,0,0,1,81032,0,1
EMP002029,EMP005466,Engineering,IC2,Bachelors,10,3,5,0,2,100.0,5,6,2,0,4,98461,0,0
EMP006832,EMP004444,Product,IC1,High School,5,1,3,0,1,100.0,4,0,0,0,0,73214,0,0
EMP000678,EMP009124,Sales,IC2,Associates,14,7,2,0,2,50.0,1,2,0,0,1,100764,0,0
EMP007365,EMP009124,Sales,IC2,Bachelors,4,1,3,0,2,50.0,3,0,1,0,3,80909,0,0
EMP001233,EMP003750,Operations,IC2,PhD,12,6,4,1,2,100.0,4,2,0,0,4,102605,0,1
EMP009666,EMP001858,Marketing,IC3,Masters,0,0,0,0,3,0.0,0,0,0,0,0,83079,0,0
EMP008506,EMP008668,Engineering,IC4,Bachelors,3,1,5,0,4,75.0,5,1,2,1,6,98240,0,0
EMP005045,EMP008371,Finance,IC3,Bachelors,6,2,4,0,3,100.0,4,0,1,0,1,98821,0,0
EMP006953,EMP008371,Finance,IC2,Masters,5,1,3,0,2,100.0,3,3,0,0,1,84770,0,0
EMP002433,EMP000122,Product,IC4,Bachelors,10,3,3,0,4,100.0,4,2,1,1,5,115944,0,0
EMP006333,EMP005466,Engineering,IC2,Masters,5,3,2,0,2,100.0,1,4,0,0,2,88194,0,0
EMP008349,EMP000052,Sales,M1,Associates,3,1,4,0,4,100.0,5,1,0,1,4,115680,0,0
EMP006920,EMP001858,Marketing,IC2,Bachelors,5,3,4,1,2,50.0,4,0,1,0,5,82905,0,0
EMP006249,EMP005466,Engineering,IC2,Masters,5,1,4,0,2,100.0,3,1,1,1,6,87309,0,1
EMP000897,EMP004444,Product,IC3,PhD,13,7,4,1,3,100.0,2,1,3,0,1,115529,0,1
EMP001612,EMP006590,Customer Success,IC2,Bachelors,11,2,4,0,2,50.0,4,2,2,0,6,100287,0,1
EMP006488,EMP005466,Engineering,IC1,Bachelors,5,1,3,1,1,100.0,2,3,3,0,1,71690,0,0
EMP006077,EMP001858,Marketing,IC2,Bachelors,5,2,4,0,2,100.0,4,1,1,1,1,89003,0,0
EMP007475,EMP008371,Finance,IC1,Masters,4,2,1,0,1,100.0,1,0,3,0,3,74951,0,0
EMP003807,EMP009124,Sales,IC2,Bachelors,8,2,4,0,2,100.0,4,3,1,1,2,94437,0,0
EMP006034,EMP005466,Engineering,IC2,Bachelors,5,2,4,0,2,100.0,3,2,0,0,4,82375,0,0
EMP005553,EMP002462,Sales,IC4,Other,6,3,5,1,4,75.0,4,0,0,0,3,113981,0,0
EMP004702,EMP000002,Marketing,M1,Masters,7,5,2,0,4,100.0,2,5,2,0,5,124222,0,0
EMP003962,EMP002462,Sales,IC4,Masters,8,2,3,0,4,75.0,3,4,0,0,2,110787,0,0
EMP005429,EMP009124,Sales,IC3,Bachelors,6,2,3,0,3,100.0,2,3,3,0,9,95105,0,0
EMP000891,EMP005466,Engineering,IC2,PhD,13,3,3,0,2,100.0,3,11,1,0,1,99286,0,0
EMP005010,EMP003750,Operations,IC2,Masters,6,1,1,0,2,50.0,1,5,1,0,1,86657,0,1
EMP007521,EMP005466,Engineering,IC3,Bachelors,4,1,4,0,3,100.0,3,1,2,0,3,91813,0,0
EMP006884,EMP000052,Sales,M2,Bachelors,5,3,4,0,4,0.0,4,3,0,0,7,146233,0,0
EMP007516,EMP006590,Customer Success,IC3,Bachelors,4,0,4,0,3,100.0,5,0,0,0,4,90590,0,0
EMP006947,EMP002462,Sales,IC4,Masters,5,3,4,0,4,25.0,4,3,1,0,5,109800,0,1
EMP008374,EMP000052,Sales,M1,Masters,3,1,2,0,4,100.0,2,2,2,0,2,122650,0,0
EMP002800,EMP005466,Engineering,IC1,Other,9,4,5,0,1,0.0,3,0,3,0,3,82944,0,1
EMP000585,EMP003750,Operations,IC3,Bachelors,14,5,5,0,3,100.0,5,6,1,0,2,111054,0,0
EMP003269,EMP005466,Engineering,IC2,Bachelors,8,2,4,1,2,100.0,4,3,1,0,0,87633,0,0
EMP003933,EMP003750,Operations,IC3,Bachelors,8,2,3,0,3,100.0,3,1,0,0,4,103756,0,0
EMP001261,EMP005865,Marketing,IC4,Masters,12,8,2,0,4,100.0,1,5,1,0,1,121013,0,0
EMP006177,EMP005466,Engineering,IC1,Bachelors,5,2,3,0,1,100.0,4,0,2,0,1,73015,0,0
EMP000311,EMP004042,HR,IC2,Associates,16,5,4,0,2,50.0,3,2,0,0,0,104970,0,0
EMP009113,EMP001858,Marketing,IC3,Bachelors,1,0,3,0,3,33.33,3,0,0,0,6,86446,0,0
EMP004956,EMP000003,Engineering,M1,Bachelors,7,3,4,1,4,75.0,5,1,1,0,3,136156,0,0
EMP007014,EMP001858,Marketing,IC1,Bachelors,5,2,4,0,1,100.0,4,2,0,0,1,75415,0,0
EMP005895,EMP004042,HR,IC1,Masters,6,3,3,0,1,100.0,3,2,0,0,0,77475,0,0
EMP004669,EMP000052,Sales,M2,Associates,7,3,3,0,4,75.0,3,1,1,0,4,152004,0,1
EMP004299,EMP000001,Operations,M1,Associates,7,3,3,0,4,50.0,3,2,1,0,3,125641,0,0
EMP003784,EMP003750,Operations,IC2,Bachelors,8,3,3,0,2,100.0,5,4,2,0,1,89170,0,0
EMP001009,EMP005466,Engineering,IC3,Masters,13,8,3,0,3,100.0,4,2,1,0,3,106052,0,1
EMP008363,EMP003750,Operations,IC2,Bachelors,3,1,3,0,2,50.0,3,1,0,0,0,85558,0,0
EMP002186,EMP009124,Sales,IC2,Bachelors,10,6,5,2,2,50.0,5,5,0,0,4,98858,0,1
EMP003624,EMP005466,Engineering,IC1,PhD,8,5,3,0,1,100.0,4,4,2,0,3,80822,0,0
EMP007054,EMP007308,Legal,IC4,High School,4,1,3,1,4,75.0,3,0,0,0,4,99641,0,0
EMP004933,EMP000003,Engineering,M2,Bachelors,7,5,5,0,4,25.0,5,1,0,1,8,160039,0,0
EMP009684,EMP000001,Operations,IC4,Masters,0,0,0,0,4,0.0,0,0,0,0,0,95814,0,0
EMP007525,EMP005466,Engineering,IC3,Masters,4,2,2,0,3,100.0,1,1,2,0,3,88564,0,0
EMP009583,EMP000052,Sales,M1,Masters,0,0,0,0,4,0.0,0,0,0,0,0,121951,0,0
EMP004757,EMP008371,Finance,IC2,Other,7,2,3,0,2,100.0,2,1,0,0,1,90097,0,1
EMP008632,EMP005466,Engineering,IC3,Bachelors,2,1,2,0,3,66.67,2,0,3,0,1,89375,0,0
EMP000091,EMP006590,Customer Success,IC1,Associates,20,9,4,0,1,100.0,3,8,1,0,3,107702,0,0
EMP008982,EMP008668,Engineering,IC4,Bachelors,2,0,4,0,4,75.0,4,0,0,0,2,103462,0,0
EMP006432,EMP009124,Sales,IC2,Bachelors,5,2,3,0,2,100.0,3,2,0,0,2,80009,0,0
EMP009403,EMP009124,Sales,IC1,Associates,0,0,0,0,1,0.0,0,0,0,0,0,67191,0,0
EMP007922,EMP000002,Marketing,IC4,Bachelors,3,2,3,0,4,100.0,4,0,2,0,4,109357,0,1
EMP002118,EMP008668,Engineering,IC4,Masters,10,6,2,0,4,100.0,2,2,0,0,3,113157,0,0
EMP002938,EMP000052,Sales,M1,Associates,9,1,4,0,4,100.0,5,3,0,0,2,134524,0,0
EMP006453,EMP009124,Sales,IC2,Associates,5,2,3,0,2,50.0,2,0,2,0,1,80586,0,0
EMP000984,EMP000003,Engineering,M2,Masters,13,6,4,0,4,75.0,4,1,1,0,6,158481,0,0
EMP007311,EMP005466,Engineering,IC3,Bachelors,4,1,2,0,3,100.0,1,0,5,0,4,96026,0,0
EMP007895,EMP005466,Engineering,IC2,Masters,4,1,2,0,2,100.0,3,1,1,0,2,86802,0,0
EMP002926,EMP001858,Marketing,IC2,Masters,9,4,4,2,2,100.0,4,7,0,0,2,96293,0,0
EMP005397,EMP009124,Sales,IC2,Bachelors,6,1,1,0,2,50.0,2,0,0,0,2,88501,0,0
EMP003215,EMP001858,Marketing,IC2,Associates,8,4,3,2,2,100.0,5,3,1,0,2,95765,0,0
EMP006461,EMP008668,Engineering,IC4,Bachelors,5,1,3,1,4,75.0,2,1,2,0,7,102834,0,0
EMP005509,EMP003750,Operations,IC2,Bachelors,6,1,5,0,2,0.0,5,2,0,0,3,87990,0,0
EMP008287,EMP002462,Sales,IC4,Bachelors,3,0,4,0,4,75.0,4,1,1,0,7,107995,0,0
EMP004908,EMP008371,Finance,IC2,Bachelors,7,3,4,0,2,100.0,3,0,1,1,2,93313,0,0
EMP000628,EMP000002,Marketing,M3,Associates,14,4,3,0,6,33.33,3,1,1,0,1,208198,0,0
EMP008024,EMP005466,Engineering,IC1,Bachelors,3,1,3,0,1,0.0,2,1,1,0,0,72872,0,0
EMP005136,EMP005466,Engineering,IC3,Bachelors,6,1,4,0,3,100.0,4,4,0,0,5,100850,0,0
EMP004766,EMP003750,Operations,IC1,Associates,7,1,3,0,1,100.0,4,1,1,0,0,82722,0,0
EMP008159,EMP008371,Finance,IC2,Masters,3,1,3,0,2,100.0,4,2,0,0,1,84125,0,0
EMP009605,EMP005466,Engineering,IC3,Masters,0,0,0,0,3,0.0,0,0,0,0,0,87515,0,0
EMP001270,EMP001858,Marketing,IC3,Associates,12,3,2,0,3,33.33,2,2,1,1,4,112359,0,0
EMP000129,EMP000002,Marketing,IC4,Associates,19,6,3,0,4,100.0,3,4,3,0,4,141574,0,0
EMP006456,EMP008144,Product,IC4,Bachelors,5,1,4,0,4,75.0,4,1,2,0,4,110896,0,0
EMP001712,EMP008371,Finance,IC2,Other,11,4,2,0,2,100.0,4,1,0,0,3,95281,0,0
EMP007878,EMP003750,Operations,IC3,Associates,4,1,4,0,3,66.67,4,0,2,0,4,97372,0,0
EMP004236,EMP000052,Sales,M1,Bachelors,7,3,3,0,4,50.0,3,2,1,0,3,125202,0,0
EMP005203,EMP009124,Sales,IC1,Masters,6,1,4,2,1,100.0,2,1,3,0,2,77348,0,0
EMP002399,EMP005466,Engineering,IC2,Bachelors,10,5,5,0,2,50.0,5,2,1,0,2,91603,0,1
EMP006001,EMP005466,Engineering,IC1,Other,6,4,3,0,1,0.0,3,0,2,0,4,81738,0,0
EMP006071,EMP007415,Legal,IC2,Other,5,3,2,0,2,50.0,2,2,0,0,0,81830,0,0
EMP008436,EMP001858,Marketing,IC2,Bachelors,3,2,4,0,2,0.0,5,2,2,0,5,80005,0,1
EMP001187,EMP000732,Operations,IC4,Masters,12,2,3,0,4,100.0,3,3,2,0,2,116747,0,0
EMP007276,EMP000001,Operations,IC4,Associates,4,1,4,0,4,50.0,4,0,2,0,5,108864,0,1
EMP009804,EMP008961,HR,IC4,Bachelors,0,0,0,0,4,0.0,0,0,0,0,0,92644,0,0
EMP006022,EMP000002,Marketing,IC4,Bachelors,5,3,4,0,4,100.0,4,0,1,0,3,109912,0,1
EMP001978,EMP000267,HR,M2,Bachelors,10,2,3,1,4,75.0,3,5,0,0,3,157657,0,1
EMP009898,EMP004444,Product,IC3,Bachelors,0,0,0,0,3,0.0,0,0,0,0,0,81225,0,0
EMP004248,EMP008472,Data Analytics,IC2,Masters,7,5,5,0,2,100.0,5,5,2,0,0,92972,0,0
EMP008791,EMP005466,Engineering,IC2,Associates,2,0,2,0,2,50.0,2,0,0,0,4,83903,0,1
EMP000916,EMP000052,Sales,M2,Associates,13,9,4,0,4,25.0,4,5,2,0,5,156247,0,0
EMP001306,EMP004042,HR,IC3,Associates,12,7,2,0,3,66.67,2,3,1,0,7,113012,0,0
EMP005467,EMP005466,Engineering,IC2,Other,6,1,3,0,2,100.0,4,1,0,1,0,91004,0,0
EMP003050,EMP003750,Operations,IC3,Bachelors,9,4,3,0,3,33.33,2,3,2,0,4,100201,0,0
EMP009532,EMP000002,Marketing,M1,Other,0,0,0,0,4,0.0,0,0,0,0,0,111668,0,0
EMP001274,EMP006590,Customer Success,IC2,Bachelors,12,8,3,0,2,100.0,4,4,2,0,4,99580,0,0
EMP009013,EMP000146,Legal,M2,Masters,1,0,3,0,4,75.0,4,0,2,0,6,141088,0,0
EMP002797,EMP005466,Engineering,IC2,Associates,9,2,2,0,2,100.0,4,5,0,0,0,90107,0,1
EMP001399,EMP001858,Marketing,IC2,Masters,12,3,5,0,2,100.0,5,7,2,0,2,98464,0,0
EMP003359,EMP000002,Marketing,M1,Associates,8,5,3,0,4,0.0,3,1,0,0,3,129778,0,1
EMP000184,EMP009124,Sales,IC1,Bachelors,18,4,5,2,1,100.0,5,5,3,0,2,100425,0,1
EMP005065,EMP007415,Legal,IC2,Masters,6,4,4,0,2,100.0,3,2,2,0,4,83084,0,0
EMP005707,EMP000002,Marketing,M1,Masters,6,4,3,0,4,50.0,3,1,3,0,4,125788,0,0
EMP006136,EMP009124,Sales,IC3,Bachelors,5,1,4,1,3,100.0,5,0,1,0,4,98359,0,0
EMP005327,EMP000034,Customer Success,M1,Masters,6,4,4,1,4,100.0,4,3,1,0,4,125452,0,0
EMP009090,EMP009124,Sales,IC2,Bachelors,1,0,3,0,2,100.0,4,0,5,0,2,73869,0,0
EMP007002,EMP009124,Sales,IC2,Masters,5,2,2,0,2,100.0,1,2,1,0,0,81129,0,0
EMP004568,EMP005466,Engineering,IC1,Associates,7,3,5,0,1,100.0,5,1,1,0,2,80508,0,0
EMP009412,EMP009124,Sales,IC3,Bachelors,0,0,0,0,3,0.0,0,0,0,0,0,82495,0,0
EMP002657,EMP003750,Operations,IC3,Masters,9,5,4,0,3,100.0,4,4,1,0,4,99539,0,0
EMP008318,EMP009124,Sales,IC1,Associates,3,1,4,1,1,100.0,4,1,1,0,5,73403,0,0
EMP006872,EMP000122,Product,M1,Other,5,1,4,0,4,25.0,5,0,0,0,3,131679,0,0
EMP001962,EMP008371,Finance,IC3,Other,10,5,5,0,3,66.67,4,1,0,0,4,101684,0,1
EMP004892,EMP005466,Engineering,IC2,Masters,7,1,4,3,2,100.0,4,3,0,0,2,85208,0,0
EMP008096,EMP009124,Sales,IC1,Associates,3,0,3,0,1,100.0,3,0,0,0,6,72967,0,0
EMP009362,EMP004042,HR,IC3,Masters,0,0,0,0,3,0.0,0,0,0,0,0,82807,0,0
EMP009984,EMP001858,Marketing,IC3,Bachelors,0,0,0,0,3,0.0,0,0,0,0,0,89773,0,0
EMP001252,EMP004042,HR,IC2,Masters,12,8,2,0,2,100.0,2,3,3,0,2,94433,0,0
EMP003177,EMP000001,Operations,IC4,Associates,9,4,4,3,4,75.0,4,0,0,0,6,113699,0,0
EMP007776,EMP008668,Engineering,IC4,Masters,4,2,5,0,4,75.0,5,0,1,0,6,110660,0,1
EMP005024,EMP008371,Finance,IC3,Other,6,1,4,0,3,66.67,2,1,0,0,9,99472,0,0
EMP007702,EMP001858,Marketing,IC1,Masters,4,2,4,0,1,100.0,4,2,1,0,3,75120,0,0
EMP006553,EMP001858,Marketing,IC3,Bachelors,5,1,4,0,3,100.0,5,1,0,0,3,94047,0,0
EMP003290,EMP000547,Finance,M1,Bachelors,8,1,3,0,4,75.0,1,2,0,0,1,136165,0,0
EMP006462,EMP008371,Finance,IC3,Bachelors,5,1,2,0,3,100.0,2,3,1,0,6,98502,0,1
EMP008736,EMP000002,Marketing,M1,Bachelors,2,0,3,0,4,50.0,2,1,1,0,2,112046,0,0
EMP007626,EMP009124,Sales,IC2,Masters,4,2,4,0,2,100.0,4,1,3,0,6,85732,0,0
EMP008597,EMP000732,Operations,IC4,Masters,3,0,4,0,4,25.0,4,0,0,0,4,98229,0,1
EMP006902,EMP009124,Sales,IC3,Bachelors,5,1,2,0,3,100.0,2,2,2,0,2,94965,1,0
EMP001052,EMP009124,Sales,IC1,Masters,13,7,3,0,1,100.0,3,6,1,0,1,94136,0,0
EMP004070,EMP007415,Legal,IC2,Other,7,1,3,0,2,100.0,3,1,0,1,0,91119,0,1
EMP009481,EMP005466,Engineering,IC3,Bachelors,0,0,0,0,3,0.0,0,0,0,0,0,85568,0,0
EMP005564,EMP001858,Marketing,IC1,Masters,6,1,5,0,1,100.0,5,2,0,0,3,74021,0,1
EMP000273,EMP009124,Sales,IC3,Bachelors,17,8,4,0,3,66.67,5,7,2,0,7,120156,0,0
EMP002043,EMP001858,Marketing,IC2,Bachelors,10,3,1,0,2,100.0,1,3,0,0,2,90604,0,1
EMP004764,EMP001858,Marketing,IC2,Bachelors,7,4,3,0,2,100.0,4,4,0,0,2,90395,0,0
EMP004982,EMP005466,Engineering,IC2,Masters,7,1,2,0,2,100.0,1,3,1,0,3,90533,0,0
EMP005215,EMP009124,Sales,IC3,Bachelors,6,4,3,0,3,100.0,4,0,0,0,0,98404,0,0
EMP005295,EMP000052,Sales,M2,Associates,6,1,4,0,4,100.0,3,1,0,0,1,151048,0,0
EMP001087,EMP005466,Engineering,IC1,Bachelors,12,8,2,3,1,100.0,3,7,2,1,1,89977,0,1
EMP005814,EMP000146,Legal,IC4,High School,6,3,4,0,4,75.0,3,0,0,0,7,115063,0,0
EMP009075,EMP005466,Engineering,IC2,Bachelors,1,0,4,0,2,100.0,2,0,3,0,2,74987,0,0
EMP005480,EMP000003,Engineering,M2,Bachelors,6,2,4,0,4,25.0,4,3,0,0,4,155163,0,0
EMP006692,EMP005466,Engineering,IC3,Bachelors,5,1,2,0,3,66.67,1,2,1,0,3,94651,0,0
EMP004323,EMP003750,Operations,IC3,Bachelors,7,3,4,0,3,100.0,3,0,2,0,8,95326,0,1
EMP008822,EMP007415,Legal,IC2,Bachelors,2,0,4,0,2,0.0,4,0,1,0,2,80856,0,1
EMP007763,EMP000547,Finance,M1,Associates,4,1,4,0,4,75.0,4,1,0,0,4,128190,0,0
EMP005610,EMP008144,Product,IC4,Bachelors,6,1,5,0,4,50.0,5,1,1,1,1,113460,0,0
EMP005530,EMP000003,Engineering,M1,Associates,6,1,5,0,4,75.0,5,1,0,0,8,132043,0,0
EMP007043,EMP005466,Engineering,IC1,Bachelors,4,0,2,0,1,100.0,2,1,1,0,1,77427,0,0
EMP006193,EMP005466,Engineering,IC2,Bachelors,5,1,4,0,2,100.0,5,3,1,0,1,84177,0,0
EMP004710,EMP000267,HR,M2,Bachelors,7,2,2,0,4,75.0,2,5,3,0,3,152057,0,0
EMP008137,EMP005466,Engineering,IC1,Bachelors,3,2,4,0,1,100.0,4,2,0,0,2,67705,0,0
EMP005642,EMP000052,Sales,M2,Masters,6,1,4,0,4,100.0,4,3,0,0,5,144678,0,0
EMP006798,EMP007415,Legal,IC3,Other,5,1,4,0,3,66.67,3,1,1,0,2,93207,0,1
EMP003479,EMP005466,Engineering,IC1,Masters,8,5,3,0,1,100.0,4,7,1,0,2,83603,0,0
EMP007130,EMP002462,Sales,IC4,Masters,4,2,2,0,4,100.0,2,0,2,0,3,106706,0,0
EMP003925,EMP006590,Customer Success,IC3,Associates,8,6,4,0,3,66.67,4,3,0,0,3,98494,0,1
EMP001749,EMP000001,Operations,IC4,Bachelors,11,3,4,0,4,100.0,4,2,0,0,4,119899,0,0
EMP000733,EMP000547,Finance,M1,Bachelors,14,3,3,0,4,0.0,4,4,2,0,4,144329,0,1
EMP002554,EMP000003,Engineering,M1,Associates,9,5,4,1,4,75.0,4,2,1,1,6,139364,0,0
EMP009538,EMP009124,Sales,IC2,Bachelors,0,0,0,0,2,0.0,0,0,0,0,0,73899,0,0
EMP006087,EMP003750,Operations,IC2,Bachelors,5,3,2,0,2,100.0,2,3,1,0,2,81359,0,0
EMP002663,EMP008371,Finance,IC1,Bachelors,9,3,5,0,1,0.0,5,5,1,1,5,83658,0,0
EMP005447,EMP000267,HR,M1,Bachelors,6,2,4,0,4,50.0,3,2,0,0,6,132332,0,0
EMP006128,EMP000034,Customer Success,M2,Other,5,1,4,0,4,50.0,3,2,1,0,4,147848,0,0
EMP003114,EMP005466,Engineering,IC3,Bachelors,9,6,3,0,3,100.0,2,3,2,0,4,107486,0,0
EMP003304,EMP000002,Marketing,M2,Associates,8,4,3,0,4,100.0,3,1,0,0,6,147528,0,0
EMP001345,EMP009124,Sales,IC3,Bachelors,12,8,4,0,3,100.0,3,4,1,1,9,111166,0,0
EMP001691,EMP000547,Finance,IC4,Bachelors,11,5,2,0,4,100.0,1,4,0,0,6,123266,0,0
EMP005035,EMP009124,Sales,IC3,Bachelors,6,2,3,1,3,33.33,2,1,0,0,7,93679,0,0
EMP006513,EMP005466,Engineering,IC3,Bachelors,5,2,3,1,3,100.0,2,3,2,0,4,90749,0,0
EMP003309,EMP005466,Engineering,IC1,Masters,8,4,3,0,1,100.0,5,6,0,0,2,77936,0,0
EMP001505,EMP000547,Finance,M1,Associates,11,7,2,0,4,75.0,2,2,0,0,2,143817,0,1
EMP001807,EMP000267,HR,M2,Bachelors,11,3,3,0,4,100.0,3,4,0,0,3,171778,0,0
EMP006250,EMP005466,Engineering,IC1,Masters,5,3,4,0,1,100.0,4,1,1,0,2,77398,0,1
EMP007851,EMP005466,Engineering,IC3,Masters,4,1,3,0,3,100.0,4,0,2,0,5,91583,0,0
EMP003792,EMP000003,Engineering,M1,Bachelors,8,6,3,1,4,0.0,3,4,2,0,4,134287,0,1
EMP009531,EMP001858,Marketing,IC2,Bachelors,0,0,0,0,2,0.0,0,0,0,0,0,75278,0,0
EMP009676,EMP004444,Product,IC2,Bachelors,0,0,0,0,2,0.0,0,0,0,0,0,75267,0,0
EMP005922,EMP003750,Operations,IC1,Bachelors,6,2,3,0,1,100.0,3,1,1,0,3,72189,0,0
EMP005636,EMP008668,Engineering,IC4,Associates,6,2,3,0,4,75.0,3,0,1,0,6,111784,0,0
EMP007278,EMP004042,HR,IC1,High School,4,3,2,0,1,100.0,1,0,1,0,5,73942,0,0
EMP001849,EMP000003,Engineering,M2,Bachelors,11,6,4,3,4,100.0,4,3,1,0,8,155962,0,0
EMP004513,EMP000732,Operations,IC4,Masters,7,5,3,2,4,75.0,2,4,1,0,9,114634,0,1
EMP002432,EMP000052,Sales,M1,Other,10,6,3,0,4,100.0,3,4,0,0,4,133497,0,0
EMP004661,EMP000732,Operations,IC4,Bachelors,7,3,3,0,4,75.0,4,2,1,0,4,109772,0,0
EMP007338,EMP005466,Engineering,IC1,PhD,4,2,3,0,1,100.0,5,3,3,0,0,71853,0,0
EMP005596,EMP005466,Engineering,IC3,Bachelors,6,4,3,0,3,100.0,3,0,0,0,3,97999,0,0
EMP000143,EMP005466,Engineering,IC3,Bachelors,19,10,2,0,3,66.67,2,6,2,0,6,122355,0,0
EMP008770,EMP009124,Sales,IC1,Bachelors,2,0,2,0,1,100.0,2,1,3,0,2,71007,0,0
EMP005545,EMP000122,Product,IC4,Masters,6,1,4,0,4,100.0,3,4,3,0,3,115386,0,0
EMP006818,EMP000003,Engineering,M1,High School,5,3,2,0,4,100.0,4,0,0,0,3,125421,0,0
EMP003410,EMP001858,Marketing,IC1,Masters,8,6,3,0,1,100.0,2,1,0,0,1,82865,0,0
EMP001118,EMP005466,Engineering,IC3,Other,12,7,4,0,3,66.67,4,3,2,0,10,111260,0,0
EMP001757,EMP009124,Sales,IC2,Associates,11,3,1,0,2,50.0,2,5,0,1,7,96005,0,0
EMP000498,EMP005466,Engineering,IC2,Masters,15,5,3,0,2,100.0,3,6,0,0,4,109059,0,0
EMP007655,EMP001858,Marketing,IC2,Masters,4,3,5,0,2,100.0,5,3,0,1,4,87632,0,0
EMP000871,EMP007415,Legal,IC1,Masters,13,5,4,0,1,100.0,2,6,3,0,4,93649,0,0
EMP003358,EMP003750,Operations,IC1,Masters,8,1,4,0,1,100.0,5,5,2,0,5,76136,0,0
EMP000913,EMP005466,Engineering,IC2,Masters,13,3,4,0,2,50.0,3,6,2,0,4,99683,0,0
EMP000722,EMP005466,Engineering,IC2,PhD,14,6,4,0,2,100.0,3,5,2,0,3,104504,0,0
EMP002806,EMP009124,Sales,IC1,Associates,9,5,5,0,1,100.0,5,0,0,1,3,83036,0,0
EMP009954,EMP000052,Sales,M2,Masters,0,0,0,0,4,0.0,0,0,0,0,0,139645,0,0
EMP000887,EMP005466,Engineering,IC3,Bachelors,13,8,3,0,3,33.33,4,5,0,0,7,111700,0,0
EMP009603,EMP008472,Data Analytics,IC1,Masters,0,0,0,0,1,0.0,0,0,0,0,0,61778,0,0
EMP009344,EMP002462,Sales,IC4,Masters,0,0,0,0,4,0.0,0,0,0,0,0,98984,0,0
EMP007189,EMP005466,Engineering,IC3,Bachelors,4,3,2,0,3,66.67,2,1,1,0,2,89726,0,1
EMP001521,EMP004444,Product,IC1,High School,11,5,2,0,1,100.0,1,2,0,0,2,87453,0,0
EMP008699,EMP009124,Sales,IC3,Bachelors,2,0,3,0,3,100.0,4,0,2,0,5,91797,0,0
EMP002747,EMP005466,Engineering,IC2,Bachelors,9,1,3,0,2,50.0,3,6,1,0,4,89535,0,1
EMP005685,EMP000002,Marketing,M2,Bachelors,6,3,5,0,4,100.0,5,2,1,0,6,161917,0,0
EMP005787,EMP004444,Product,IC1,Bachelors,6,1,3,0,1,100.0,3,1,2,0,1,80965,0,0
EMP000315,EMP005865,Marketing,IC4,Bachelors,16,6,3,0,4,75.0,4,4,0,1,8,123773,0,0
EMP001800,EMP009124,Sales,IC1,Bachelors,11,4,3,0,1,100.0,1,7,2,0,3,90497,0,0
EMP000328,EMP000034,Customer Success,M1,Masters,16,12,2,0,4,100.0,3,7,2,0,4,153615,0,0
EMP005654,EMP009124,Sales,IC2,Bachelors,6,3,5,0,2,100.0,5,0,1,0,4,83134,0,0
EMP004205,EMP001858,Marketing,IC1,Masters,7,4,3,0,1,100.0,2,1,3,0,5,81227,0,0
EMP003130,EMP009124,Sales,IC2,High School,9,5,3,0,2,50.0,3,0,0,0,2,88425,0,0
EMP006875,EMP006562,Finance,IC4,Masters,5,1,3,0,4,75.0,2,2,1,0,5,112671,0,0
EMP006750,EMP002462,Sales,IC4,Bachelors,5,1,5,1,4,0.0,5,1,0,0,7,101953,0,1
EMP003969,EMP001858,Marketing,IC2,Associates,8,5,3,0,2,100.0,4,2,3,0,0,87925,0,0
EMP005938,EMP008668,Engineering,IC4,Bachelors,6,1,3,0,4,100.0,2,5,1,0,4,110917,0,0
EMP009900,EMP004042,HR,IC1,Bachelors,0,0,0,0,1,0.0,0,0,0,0,0,68529,0,0
EMP001974,EMP000003,Engineering,M1,Other,10,2,4,1,4,50.0,4,0,1,0,5,139614,0,0
EMP000337,EMP000052,Sales,M1,Bachelors,16,6,2,0,4,75.0,2,6,1,0,7,143139,0,1
EMP002765,EMP008668,Engineering,IC4,Masters,9,4,4,0,4,75.0,5,4,2,0,2,115921,0,0
EMP008846,EMP004042,HR,IC2,Bachelors,2,0,3,3,2,100.0,3,1,1,0,3,76334,0,0
EMP000276,EMP000003,Engineering,M1,Bachelors,16,7,3,0,4,50.0,3,2,2,0,6,145090,0,1
EMP002986,EMP005466,Engineering,IC1,Bachelors,9,6,3,1,1,0.0,3,1,1,0,1,82712,0,1
EMP005658,EMP000052,Sales,M2,Bachelors,6,4,5,1,4,0.0,5,1,1,0,7,146998,0,1
