employee_id,manager_id,department,role_level,education_level,years_in_company,years_in_role,performance_rating,awards,kpis_count,kpis_achieved_pct,peer_review_score,training_courses_completed,certification_count,mentorship_participation,projects_delivered,salary,performance_intervention,promoted,prediction_promoted,box_category,potential
EMP005130,EMP002462,Sales,IC4,Masters,6,1,4,0,4,50.0,5,1,0,0,7,104254,0,0,1,High Potential / High Performance,0.23817040132410797
EMP000685,EMP001858,Marketing,IC3,Bachelors,14,4,4,0,3,66.67,4,6,4,0,7,117083,0,0,1,High Potential / High Performance,0.19992672758296196
EMP004478,EMP005466,Engineering,IC3,Associates,7,3,3,0,3,100.0,1,2,0,0,5,99372,0,0,0,Low Potential / Moderate Performance,0.09670962659579456
EMP000419,EMP002462,Sales,IC4,Other,15,8,3,0,4,50.0,4,3,2,0,2,123469,0,0,1,Moderate Potential / Moderate Performance,0.19712731208293696
EMP005240,EMP005466,Engineering,IC2,Masters,6,2,3,1,2,50.0,4,3,2,0,2,91667,0,0,1,High Potential / Moderate Performance,0.24048537755514077
EMP005113,EMP005466,Engineering,IC2,Bachelors,6,4,4,0,2,100.0,5,1,2,0,5,91037,0,0,1,Moderate Potential / High Performance,0.18035445643104872
EMP002710,EMP005466,Engineering,IC1,Bachelors,9,3,4,0,1,100.0,4,2,0,0,3,85510,0,0,1,Moderate Potential / High Performance,0.16196058815031972
EMP002358,EMP009124,Sales,IC3,Bachelors,10,3,2,0,3,66.67,2,5,2,0,3,103726,0,1,1,Moderate Potential / Low Performance,0.1584832076319723
EMP007574,EMP000052,Sales,M3,Masters,4,1,4,1,6,33.33,4,3,1,0,10,174737,0,0,1,High Potential / High Performance,0.25149922603299724
EMP001367,EMP000002,Marketing,IC4,Associates,12,7,4,0,4,50.0,4,3,0,0,5,124734,0,0,1,Moderate Potential / High Performance,0.18244366128504738
EMP006606,EMP005466,Engineering,IC3,Bachelors,5,1,2,0,3,66.67,1,3,2,0,2,96981,0,0,0,Low Potential / Low Performance,0.13558152540479984
EMP003917,EMP000052,Sales,M1,High School,8,2,3,0,4,75.0,3,0,0,1,1,134625,0,1,0,Low Potential / Moderate Performance,0.135193255253825
EMP000294,EMP005466,Engineering,IC1,Masters,16,6,3,1,1,100.0,2,4,0,0,1,96218,0,0,1,Moderate Potential / Moderate Performance,0.14873219431688234
EMP002640,EMP004444,Product,IC1,Masters,9,2,3,0,1,100.0,5,4,1,0,0,86236,0,0,1,High Potential / Moderate Performance,0.20741415875399088
EMP001507,EMP005466,Engineering,IC3,Masters,11,8,4,0,3,66.67,3,9,2,1,1,104245,0,0,1,Moderate Potential / High Performance,0.19578838178479402
EMP009047,EMP005466,Engineering,IC1,Bachelors,1,0,2,0,1,100.0,2,1,0,1,4,63598,0,0,0,Low Potential / Low Performance,0.12607711389422194
EMP007408,EMP009124,Sales,IC3,Bachelors,4,2,4,0,3,66.67,3,1,1,1,4,89422,0,0,1,Moderate Potential / High Performance,0.16410580920152118
EMP001635,EMP009124,Sales,IC2,Masters,11,6,3,0,2,100.0,2,6,1,0,0,95044,0,0,1,Low Potential / Moderate Performance,0.14309292714976848
EMP002458,EMP000052,Sales,M2,Bachelors,9,4,2,0,4,25.0,1,2,2,0,5,156715,0,1,1,Moderate Potential / Low Performance,0.15933118776708194
EMP007238,EMP006562,Finance,IC4,Masters,4,2,5,0,4,0.0,5,0,1,0,5,101708,0,0,1,High Potential / High Performance,0.28541589556297486
EMP005831,EMP000052,Sales,M2,Associates,6,1,3,1,4,50.0,4,0,0,0,5,158922,0,1,1,Moderate Potential / Moderate Performance,0.1966158753685551
EMP002301,EMP000003,Engineering,M2,Bachelors,10,6,3,1,4,50.0,2,4,2,0,2,164545,0,0,1,Moderate Potential / Moderate Performance,0.1799871707811236
EMP005539,EMP006590,Customer Success,IC1,Bachelors,6,4,3,0,1,100.0,4,2,1,0,0,73231,0,0,1,Moderate Potential / Moderate Performance,0.16571811813801277
EMP002939,EMP009124,Sales,IC2,Bachelors,9,4,3,0,2,100.0,3,1,0,0,3,91870,0,1,1,Low Potential / Moderate Performance,0.1409499077131805
EMP001564,EMP008371,Finance,IC2,Associates,11,5,4,0,2,50.0,3,5,0,0,5,95356,0,0,1,Moderate Potential / High Performance,0.1661451297461198
EMP005701,EMP000002,Marketing,M1,Bachelors,6,2,3,0,4,75.0,3,0,1,0,2,126493,0,0,1,Moderate Potential / Moderate Performance,0.15967379457792957
EMP008668,EMP000003,Engineering,M3,Masters,2,1,4,0,6,33.33,2,0,2,0,2,173099,0,0,1,Moderate Potential / High Performance,0.17895410743338183
EMP005028,EMP009124,Sales,IC2,Masters,6,2,4,0,2,50.0,4,0,2,0,6,82850,0,1,1,High Potential / High Performance,0.2066666667262993
EMP001980,EMP001858,Marketing,IC1,Masters,10,5,2,0,1,0.0,1,5,2,0,4,86586,0,0,1,Moderate Potential / Low Performance,0.19494226608134424
EMP001884,EMP000003,Engineering,IC4,Other,11,8,4,0,4,25.0,4,1,0,1,5,125384,0,0,1,High Potential / High Performance,0.20700317973005639
EMP003804,EMP005466,Engineering,IC3,Associates,8,6,4,3,3,66.67,5,0,0,0,7,101124,0,0,1,High Potential / High Performance,0.22939805520426196
EMP000439,EMP009124,Sales,IC2,Masters,15,4,4,0,2,100.0,4,6,2,0,3,104526,0,0,1,Moderate Potential / High Performance,0.18354726321194867
EMP007501,EMP000052,Sales,M2,Other,4,2,2,0,4,50.0,2,2,0,0,5,141189,0,0,1,Moderate Potential / Low Performance,0.15414292621542458
EMP009159,EMP000267,HR,M2,Masters,1,0,5,0,4,100.0,5,1,0,0,8,147481,0,0,1,Moderate Potential / High Performance,0.19073547937409813
EMP005493,EMP005865,Marketing,IC4,Bachelors,6,1,4,0,4,50.0,5,1,0,0,6,104188,0,0,1,High Potential / High Performance,0.22727109382862046
EMP003574,EMP005466,Engineering,IC2,Bachelors,8,1,4,0,2,100.0,4,0,2,1,3,94511,0,0,1,Moderate Potential / High Performance,0.15897849416745521
EMP008751,EMP005466,Engineering,IC1,Masters,2,0,4,0,1,100.0,2,1,1,1,4,73491,0,0,0,Low Potential / High Performance,0.13012142013361896
EMP004575,EMP005466,Engineering,IC3,Associates,7,3,3,0,3,100.0,3,2,0,0,2,100870,0,0,0,Low Potential / Moderate Performance,0.12960999223177175
EMP002281,EMP009124,Sales,IC3,Other,10,6,4,1,3,66.67,4,1,0,0,6,104961,0,0,1,Moderate Potential / High Performance,0.18652510351821885
EMP008193,EMP000003,Engineering,M2,Bachelors,3,2,3,1,4,75.0,4,3,3,0,3,136288,0,0,1,High Potential / Moderate Performance,0.2074323432751667
EMP005800,EMP008371,Finance,IC1,Masters,6,4,3,0,1,100.0,2,0,0,0,3,80678,0,1,0,Low Potential / Moderate Performance,0.12746439302042156
EMP006679,EMP005865,Marketing,IC4,Other,5,1,4,0,4,100.0,5,1,2,1,8,113152,0,1,1,Moderate Potential / High Performance,0.17215144991191536
EMP006073,EMP000002,Marketing,IC4,Masters,5,2,3,0,4,25.0,3,1,1,0,2,110389,0,0,1,High Potential / Moderate Performance,0.21366046237975966
EMP001785,EMP008371,Finance,IC2,Bachelors,11,5,4,0,2,100.0,4,2,1,0,6,94564,0,0,1,Moderate Potential / High Performance,0.15930844871670047
EMP003183,EMP008668,Engineering,IC4,Bachelors,8,1,4,0,4,75.0,3,3,1,0,9,118402,0,0,1,Moderate Potential / High Performance,0.16139921590439513
EMP000495,EMP009124,Sales,IC3,Masters,15,4,3,0,3,100.0,2,4,1,0,8,119351,1,0,0,Low Potential / Moderate Performance,0.1351996628942112
EMP007378,EMP004042,HR,IC3,Other,4,0,5,0,3,0.0,5,1,0,0,6,89497,0,0,1,High Potential / High Performance,0.26323505125548863
EMP002861,EMP008371,Finance,IC3,Associates,9,3,3,0,3,100.0,2,1,1,0,5,105613,0,0,0,Low Potential / Moderate Performance,0.1095544998319526
EMP008387,EMP004444,Product,IC1,Bachelors,3,0,3,0,1,100.0,3,0,2,0,0,71834,0,0,1,Low Potential / Moderate Performance,0.14293486832876917
EMP004042,EMP000267,HR,M2,Bachelors,8,1,2,0,4,100.0,3,5,0,0,5,150890,0,0,1,Moderate Potential / Low Performance,0.1562211177462732
EMP002898,EMP002462,Sales,IC4,Bachelors,9,6,4,0,4,100.0,5,3,1,1,2,119992,0,0,1,Moderate Potential / High Performance,0.18801515506492658
EMP000367,EMP001858,Marketing,IC2,Other,16,5,2,0,2,100.0,1,1,0,0,1,108681,0,0,0,Low Potential / Low Performance,0.10264935188622316
EMP000850,EMP003750,Operations,IC3,Bachelors,13,6,4,0,3,100.0,5,1,0,0,4,115804,0,0,1,Moderate Potential / High Performance,0.17943598704051705
EMP009169,EMP005466,Engineering,IC2,Masters,1,0,3,2,2,50.0,3,0,0,0,3,79184,0,0,1,High Potential / Moderate Performance,0.2192310228569789
EMP005360,EMP008668,Engineering,IC4,Associates,6,4,4,1,4,75.0,5,1,1,0,3,109571,0,1,1,High Potential / High Performance,0.1985815002289225
EMP004310,EMP009124,Sales,IC3,High School,7,4,5,1,3,100.0,5,1,1,0,10,97212,0,0,1,Moderate Potential / High Performance,0.1606761363845616
EMP002654,EMP006590,Customer Success,IC1,Other,9,6,4,0,1,100.0,3,1,1,1,5,80793,0,0,0,Low Potential / High Performance,0.12875340209326452
EMP003504,EMP008668,Engineering,IC4,Bachelors,8,1,3,3,4,0.0,2,2,0,0,1,114878,0,0,1,High Potential / Moderate Performance,0.2558716481619191
EMP001542,EMP000001,Operations,M1,Bachelors,11,3,3,0,4,75.0,2,4,2,0,1,140738,0,1,1,Moderate Potential / Moderate Performance,0.15006209905515
EMP006683,EMP005466,Engineering,IC2,Bachelors,5,2,4,0,2,100.0,4,0,0,0,4,85330,0,0,1,Moderate Potential / High Performance,0.15703286956312143
EMP008876,EMP005466,Engineering,IC1,High School,2,1,3,0,1,100.0,3,0,0,1,1,70013,0,0,0,Low Potential / Moderate Performance,0.11881221268993512
EMP000323,EMP000002,Marketing,M2,Associates,16,4,4,0,4,100.0,5,2,1,0,6,178544,0,0,1,Moderate Potential / High Performance,0.1656901521763142
EMP002032,EMP005865,Marketing,IC4,Associates,10,4,4,0,4,25.0,5,5,0,0,4,123574,0,0,1,High Potential / High Performance,0.2419053043677462
EMP000814,EMP009124,Sales,IC3,Bachelors,13,4,3,0,3,100.0,3,4,0,0,1,108964,0,0,1,Moderate Potential / Moderate Performance,0.15037074588566632
EMP007584,EMP005466,Engineering,IC2,Bachelors,4,1,4,0,2,100.0,4,1,1,0,1,84377,0,0,1,Moderate Potential / High Performance,0.1628126448321257
EMP001080,EMP000003,Engineering,M1,Bachelors,12,8,4,1,4,75.0,5,3,3,0,3,135278,0,0,1,High Potential / High Performance,0.22520295913011337
EMP002227,EMP005466,Engineering,IC3,Bachelors,10,5,3,0,3,33.33,3,5,0,0,9,109347,0,0,1,High Potential / Moderate Performance,0.19950580969650672
EMP009146,EMP003750,Operations,IC2,Bachelors,1,0,4,0,2,100.0,3,1,0,0,4,81317,0,1,1,Low Potential / High Performance,0.14106466439464654
EMP006477,EMP005466,Engineering,IC1,Bachelors,5,1,3,0,1,100.0,4,3,1,0,2,70474,0,1,1,Moderate Potential / Moderate Performance,0.16950054544749388
EMP002706,EMP005466,Engineering,IC3,Masters,9,1,3,0,3,66.67,3,5,0,0,4,99636,0,0,1,Moderate Potential / Moderate Performance,0.1884346738712925
EMP006838,EMP001858,Marketing,IC3,High School,5,3,4,0,3,100.0,4,0,0,0,5,90729,0,0,0,Low Potential / High Performance,0.13182894816565213
EMP004265,EMP002462,Sales,IC4,Masters,7,4,4,3,4,75.0,4,5,3,0,1,114756,0,0,1,High Potential / High Performance,0.25671793356898415
EMP001165,EMP009124,Sales,IC1,Bachelors,12,9,3,1,1,100.0,3,1,2,0,1,87329,0,0,1,Moderate Potential / Moderate Performance,0.15096492880783258
EMP003262,EMP009124,Sales,IC3,Bachelors,8,2,4,0,3,100.0,3,1,1,1,3,102234,0,0,1,Low Potential / High Performance,0.14107753654142335
EMP001451,EMP001858,Marketing,IC2,Bachelors,11,6,4,0,2,100.0,4,1,0,0,2,94715,0,0,1,Moderate Potential / High Performance,0.1581845517793892
EMP003863,EMP007415,Legal,IC3,Other,8,6,4,2,3,100.0,4,3,2,0,2,100929,0,0,1,Moderate Potential / High Performance,0.18342656260282736
EMP007955,EMP005466,Engineering,IC2,Other,3,1,4,1,2,50.0,3,0,1,0,2,77058,0,0,1,Moderate Potential / High Performance,0.18034476597352822
EMP006897,EMP000547,Finance,M2,Bachelors,5,3,4,0,4,0.0,4,0,1,0,5,145468,0,1,1,High Potential / High Performance,0.24548048870374978
EMP007135,EMP008668,Engineering,IC4,Bachelors,4,1,3,0,4,50.0,4,0,1,0,2,101193,0,0,1,High Potential / Moderate Performance,0.2035717287031133
EMP004899,EMP008371,Finance,IC3,Masters,7,2,3,0,3,100.0,3,2,2,0,5,96510,0,0,1,Moderate Potential / Moderate Performance,0.15295805045634056
EMP008146,EMP004042,HR,IC2,Bachelors,3,0,3,0,2,100.0,3,2,2,0,1,81459,0,0,1,Moderate Potential / Moderate Performance,0.1479395570047226
EMP006228,EMP009124,Sales,IC2,Associates,5,3,5,0,2,100.0,5,0,1,0,3,89153,0,0,1,Moderate Potential / High Performance,0.158522388215834
EMP006628,EMP000003,Engineering,M2,Bachelors,5,3,3,0,4,0.0,2,0,1,0,3,150702,0,0,1,Moderate Potential / Moderate Performance,0.19590031745403783
EMP009098,EMP005466,Engineering,IC3,High School,1,0,3,0,3,100.0,2,0,1,0,10,89142,0,0,0,Low Potential / Moderate Performance,0.10062871742599368
EMP004057,EMP000002,Marketing,M2,Bachelors,7,3,3,0,4,50.0,4,2,0,0,3,152863,0,0,1,High Potential / Moderate Performance,0.20867898725435513
EMP003000,EMP008668,Engineering,IC4,Bachelors,9,2,5,0,4,100.0,5,2,4,0,5,121272,0,1,1,Moderate Potential / High Performance,0.1844941216369023
EMP009034,EMP000146,Legal,M1,Bachelors,1,0,3,0,4,25.0,1,1,1,0,2,116640,0,0,1,Moderate Potential / Moderate Performance,0.1585319563019119
EMP001232,EMP004444,Product,IC1,Bachelors,12,8,4,0,1,100.0,4,4,1,0,1,90489,0,0,1,Moderate Potential / High Performance,0.16551354019498365
EMP001515,EMP009124,Sales,IC1,High School,11,6,3,0,1,100.0,3,1,0,0,2,91414,0,0,0,Low Potential / Moderate Performance,0.11760130677503053
EMP002314,EMP006590,Customer Success,IC3,Masters,10,4,4,0,3,66.67,4,6,1,0,1,101931,0,0,1,High Potential / High Performance,0.2145984177887925
EMP001452,EMP000547,Finance,M1,Masters,11,3,3,0,4,100.0,4,9,2,0,5,130512,0,0,1,Moderate Potential / Moderate Performance,0.1966755693918725
EMP004455,EMP001858,Marketing,IC3,Associates,7,5,3,0,3,0.0,3,2,2,0,6,103397,0,0,1,High Potential / Moderate Performance,0.2008704732823027
EMP005737,EMP001858,Marketing,IC3,Bachelors,6,1,4,0,3,100.0,4,0,0,0,1,101014,0,0,1,Moderate Potential / High Performance,0.16027124054311603
EMP008541,EMP000547,Finance,M1,Bachelors,3,1,4,0,4,75.0,5,4,2,0,8,125221,0,1,1,High Potential / High Performance,0.21397667684085114
EMP005602,EMP000052,Sales,M3,Bachelors,6,2,4,0,6,66.67,4,0,0,0,6,187983,0,0,1,Moderate Potential / High Performance,0.18434393862353232
EMP000839,EMP005466,Engineering,IC2,Bachelors,13,8,4,0,2,0.0,4,1,0,1,2,102028,0,1,1,High Potential / High Performance,0.2436642528556628
EMP004772,EMP000002,Marketing,M2,Bachelors,7,3,3,0,4,25.0,3,2,0,0,2,144865,0,0,1,High Potential / Moderate Performance,0.2061974910811068
EMP006428,EMP004444,Product,IC2,Masters,5,1,3,0,2,50.0,5,2,0,0,1,83499,0,1,1,High Potential / Moderate Performance,0.24890829100808587
EMP003568,EMP005466,Engineering,IC1,High School,8,3,4,0,1,0.0,5,0,0,0,4,82945,0,0,1,High Potential / High Performance,0.2349959559734981
EMP003088,EMP005466,Engineering,IC1,Bachelors,9,4,2,0,1,0.0,2,1,1,0,3,80223,0,0,1,Moderate Potential / Low Performance,0.19768004114170531
EMP008653,EMP006562,Finance,IC4,Bachelors,2,0,3,0,4,50.0,1,0,4,0,5,101401,0,0,0,Low Potential / Moderate Performance,0.13707602964446047
EMP001715,EMP000146,Legal,M1,Masters,11,4,5,0,4,100.0,5,4,1,0,8,132259,0,0,1,Moderate Potential / High Performance,0.19669724963153512
EMP000340,EMP005466,Engineering,IC1,Bachelors,16,4,3,0,1,100.0,3,7,1,0,5,99535,0,0,1,Moderate Potential / Moderate Performance,0.155062598241233
EMP007336,EMP004042,HR,IC2,Masters,4,3,4,0,2,100.0,5,0,2,0,5,82510,0,0,1,Moderate Potential / High Performance,0.18799073547081185
EMP008956,EMP000122,Product,M2,Masters,2,1,2,0,4,75.0,4,0,1,0,3,138261,0,0,1,Moderate Potential / Low Performance,0.19518079829465487
EMP005482,EMP008371,Finance,IC1,Bachelors,6,2,4,0,1,100.0,5,0,1,0,3,72815,0,0,1,Moderate Potential / High Performance,0.17948444228996624
EMP008118,EMP004042,HR,IC2,Bachelors,3,2,5,0,2,100.0,5,1,2,0,2,76161,0,0,1,Moderate Potential / High Performance,0.1818085587236116
EMP004915,EMP000003,Engineering,IC4,Bachelors,7,5,4,0,4,100.0,4,2,1,0,5,110307,0,0,1,Moderate Potential / High Performance,0.16104155197289155
EMP000589,EMP004042,HR,IC1,Other,14,9,3,0,1,100.0,3,4,1,0,5,88741,0,1,0,Low Potential / Moderate Performance,0.1358036132651413
EMP003366,EMP009124,Sales,IC1,Masters,8,1,3,0,1,100.0,3,4,1,0,1,81281,0,0,1,Moderate Potential / Moderate Performance,0.160413408278372
EMP002671,EMP000002,Marketing,M2,Masters,9,3,4,0,4,100.0,3,2,1,0,7,159154,0,0,1,Moderate Potential / High Performance,0.15019400350532558
EMP003590,EMP004042,HR,IC2,High School,8,1,3,0,2,100.0,3,0,1,0,1,87083,0,0,0,Low Potential / Moderate Performance,0.11945028325977099
EMP000035,EMP005865,Marketing,IC4,Bachelors,23,9,3,0,4,100.0,4,4,0,0,3,148127,0,0,1,Moderate Potential / Moderate Performance,0.16695448244340522
EMP000029,EMP005466,Engineering,IC1,Bachelors,23,9,4,0,1,0.0,4,2,2,0,4,111304,0,1,1,High Potential / High Performance,0.24468420286174752
EMP007018,EMP009124,Sales,IC3,Associates,5,3,3,0,3,100.0,4,1,1,0,6,95389,0,0,1,Low Potential / Moderate Performance,0.14366753415694944
EMP004594,EMP000002,Marketing,M1,Other,7,2,4,1,4,100.0,5,2,3,0,9,124382,0,1,1,Moderate Potential / High Performance,0.1889833159347118
EMP002171,EMP000122,Product,M1,Masters,10,4,4,0,4,75.0,4,5,1,0,6,131797,0,1,1,High Potential / High Performance,0.20090501432290045
EMP006481,EMP008961,HR,IC4,Bachelors,5,1,3,0,4,100.0,4,3,1,0,2,101285,0,0,1,Moderate Potential / Moderate Performance,0.17118364636661093
EMP004672,EMP005865,Marketing,IC4,Other,7,4,4,0,4,50.0,4,0,0,0,8,115030,0,0,1,Moderate Potential / High Performance,0.18329077384441037
EMP000890,EMP003750,Operations,IC2,Bachelors,13,9,3,0,2,100.0,4,3,0,1,2,102142,0,0,1,Moderate Potential / Moderate Performance,0.16369542957409625
EMP006503,EMP009124,Sales,IC2,Bachelors,5,2,2,0,2,100.0,1,1,0,0,1,84180,0,0,0,Low Potential / Low Performance,0.11048879895325352
EMP003323,EMP004042,HR,IC1,Bachelors,8,6,4,0,1,0.0,3,4,0,1,2,83729,0,0,1,High Potential / High Performance,0.2276865079495956
EMP003515,EMP000002,Marketing,M2,Bachelors,8,6,4,0,4,100.0,3,3,0,0,4,163616,0,1,1,Low Potential / High Performance,0.14404334447618203
EMP004429,EMP008371,Finance,IC3,Associates,7,3,5,0,3,66.67,5,1,2,0,5,94357,0,0,1,Moderate Potential / High Performance,0.18707546291462526
EMP008360,EMP005466,Engineering,IC3,Bachelors,3,2,2,0,3,66.67,3,0,0,0,3,94833,0,0,1,Moderate Potential / Low Performance,0.16604929024234255
EMP008532,EMP008371,Finance,IC2,Other,3,1,2,0,2,100.0,2,1,1,0,4,82819,0,1,0,Low Potential / Low Performance,0.11904871356292089
EMP003734,EMP005466,Engineering,IC2,Masters,8,3,4,0,2,50.0,5,4,5,1,6,93160,0,0,1,High Potential / High Performance,0.24894832927816185
EMP007096,EMP001858,Marketing,IC3,Bachelors,4,1,2,0,3,100.0,2,0,0,0,5,90663,0,0,0,Low Potential / Low Performance,0.12355528884243001
EMP001655,EMP009124,Sales,IC1,Masters,11,8,2,0,1,100.0,1,11,2,0,1,84788,0,0,0,Low Potential / Low Performance,0.1363383308811108
EMP006058,EMP003750,Operations,IC2,Masters,5,2,4,0,2,100.0,5,1,1,0,5,88504,0,0,1,Moderate Potential / High Performance,0.19167736488980544
EMP000224,EMP000052,Sales,M1,Bachelors,17,9,4,0,4,100.0,4,3,1,0,6,144996,0,0,1,Moderate Potential / High Performance,0.16074611751898457
EMP008635,EMP009124,Sales,IC3,Bachelors,2,1,2,0,3,0.0,1,1,2,0,5,92378,0,0,1,Moderate Potential / Low Performance,0.17626478043152174
EMP004443,EMP001858,Marketing,IC3,PhD,7,4,4,3,3,100.0,2,0,1,0,6,101635,0,0,1,Moderate Potential / High Performance,0.16998639128078763
EMP001591,EMP005466,Engineering,IC2,Masters,11,6,4,0,2,50.0,4,2,0,0,3,98104,0,0,1,High Potential / High Performance,0.211631993704042
EMP005995,EMP008961,HR,IC4,High School,6,2,2,0,4,100.0,2,2,0,0,5,105288,0,0,0,Low Potential / Low Performance,0.10741653729052805
EMP003257,EMP005466,Engineering,IC1,Associates,8,5,3,0,1,100.0,3,2,1,0,2,83081,0,1,0,Low Potential / Moderate Performance,0.12773238767237752
EMP006409,EMP000002,Marketing,M3,Bachelors,5,3,4,0,6,16.67,4,1,2,1,5,195077,0,0,1,High Potential / High Performance,0.23364381330842016
EMP004780,EMP005466,Engineering,IC3,Other,7,4,3,1,3,66.67,4,3,1,0,2,100370,0,0,1,High Potential / Moderate Performance,0.20056722609536276
EMP002182,EMP008371,Finance,IC3,Bachelors,10,6,3,0,3,33.33,3,3,1,0,5,104231,0,0,1,Moderate Potential / Moderate Performance,0.19557192580091523
EMP007094,EMP009124,Sales,IC1,Bachelors,4,0,3,0,1,100.0,2,1,2,0,2,74676,0,1,0,Low Potential / Moderate Performance,0.12587500638240068
EMP004924,EMP001858,Marketing,IC2,Associates,7,4,2,1,2,100.0,3,0,1,0,0,86771,0,1,0,Low Potential / Low Performance,0.13828401183292047
EMP007946,EMP001858,Marketing,IC2,Bachelors,3,1,5,1,2,100.0,5,0,2,0,2,80948,0,0,1,Moderate Potential / High Performance,0.1943827220205327
EMP001210,EMP008668,Engineering,IC4,Bachelors,12,6,3,0,4,100.0,2,4,1,0,3,121001,0,0,0,Low Potential / Moderate Performance,0.1296602560125876
EMP000422,EMP001858,Marketing,IC1,Bachelors,15,10,2,0,1,100.0,4,9,1,0,2,95583,0,1,1,Moderate Potential / Low Performance,0.18263113680464743
EMP008750,EMP000003,Engineering,M2,Bachelors,2,1,3,0,4,25.0,2,1,1,0,4,147306,0,0,1,Moderate Potential / Moderate Performance,0.17901635551982412
EMP001707,EMP008668,Engineering,IC4,Bachelors,11,2,3,0,4,100.0,5,1,2,0,1,123930,0,0,1,Moderate Potential / Moderate Performance,0.18856399539584043
EMP001159,EMP000122,Product,M1,Associates,12,8,3,2,4,50.0,2,4,0,0,3,135853,0,0,1,Moderate Potential / Moderate Performance,0.1715123272497383
EMP002307,EMP002417,Customer Success,IC4,Bachelors,10,5,2,0,4,100.0,1,6,2,0,6,113994,0,0,0,Low Potential / Low Performance,0.11799227071331127
EMP000274,EMP000002,Marketing,IC4,Masters,17,12,4,0,4,75.0,5,9,0,0,7,127075,0,0,1,High Potential / High Performance,0.23231041933897467
EMP000172,EMP000122,Product,M1,Masters,18,11,3,0,4,75.0,3,7,1,0,3,150596,0,0,1,Moderate Potential / Moderate Performance,0.18177284379054434
EMP003957,EMP008371,Finance,IC2,Masters,8,5,2,0,2,100.0,3,3,1,0,2,95861,0,0,1,Moderate Potential / Low Performance,0.15674566898693626
EMP004867,EMP002462,Sales,IC4,Other,7,3,3,0,4,50.0,2,1,1,0,3,109722,0,1,1,Moderate Potential / Moderate Performance,0.1492573241771797
EMP003189,EMP001858,Marketing,IC1,Bachelors,8,4,5,0,1,100.0,5,5,0,0,0,79928,0,0,1,Moderate Potential / High Performance,0.19296285078761785
EMP008148,EMP001858,Marketing,IC2,Bachelors,3,1,3,0,2,0.0,3,0,0,0,2,78612,0,0,1,High Potential / Moderate Performance,0.22154230184256443
EMP007024,EMP001858,Marketing,IC3,Masters,5,2,4,0,3,100.0,4,1,2,0,6,94095,0,0,1,Moderate Potential / High Performance,0.16860377952305688
EMP005668,EMP008144,Product,IC4,Masters,6,2,5,0,4,100.0,5,1,0,0,6,106888,0,1,1,Moderate Potential / High Performance,0.1893548055926069
EMP001565,EMP000052,Sales,IC4,Other,11,5,4,0,4,50.0,5,1,1,0,5,123847,0,0,1,High Potential / High Performance,0.2133987341260214
EMP001783,EMP004444,Product,IC3,Bachelors,11,6,5,0,3,100.0,5,4,2,0,7,104189,0,1,1,Moderate Potential / High Performance,0.18469423470415813
EMP000844,EMP000547,Finance,M2,Masters,13,3,3,0,4,100.0,3,2,1,0,5,161325,0,0,1,Moderate Potential / Moderate Performance,0.15352115686760853
EMP004470,EMP008668,Engineering,IC4,Bachelors,7,5,4,0,4,100.0,3,1,3,0,3,107203,0,0,1,Low Potential / High Performance,0.14008844822322658
EMP000905,EMP003750,Operations,IC1,Bachelors,13,8,4,0,1,100.0,3,4,0,0,2,90296,0,0,1,Low Potential / High Performance,0.14401174277214498
EMP008298,EMP003750,Operations,IC1,Bachelors,3,1,4,0,1,100.0,3,1,0,0,1,67865,0,1,1,Low Potential / High Performance,0.14172065611479612
EMP005126,EMP000122,Product,M2,Associates,6,1,3,0,4,25.0,3,1,0,0,7,158370,0,1,1,Moderate Potential / Moderate Performance,0.18028609604684337
EMP001548,EMP005466,Engineering,IC3,Bachelors,11,5,4,1,3,100.0,5,6,1,0,5,102053,0,0,1,High Potential / High Performance,0.2113331696706353
EMP002081,EMP000003,Engineering,M1,Bachelors,10,2,4,0,4,0.0,5,2,0,0,5,141933,0,0,1,High Potential / High Performance,0.2840020540006001
EMP003986,EMP000052,Sales,M1,Associates,8,1,3,1,4,100.0,2,0,2,0,3,135754,0,0,0,Low Potential / Moderate Performance,0.12051739391386398
EMP008712,EMP004042,HR,IC2,Masters,2,0,3,0,2,100.0,3,1,4,0,0,77245,0,0,1,Moderate Potential / Moderate Performance,0.15494667575263493
EMP005248,EMP009124,Sales,IC3,Bachelors,6,3,3,0,3,100.0,4,3,3,0,1,92390,0,0,1,Moderate Potential / Moderate Performance,0.17037322104299732
EMP006204,EMP009124,Sales,IC3,Bachelors,5,2,5,0,3,100.0,5,3,1,0,3,95971,0,1,1,Moderate Potential / High Performance,0.18755417548465508
EMP006581,EMP007415,Legal,IC1,Bachelors,5,2,4,0,1,100.0,5,3,2,0,4,76559,0,1,1,Moderate Potential / High Performance,0.18834352653874314
EMP008215,EMP005466,Engineering,IC1,Bachelors,3,1,4,0,1,0.0,4,2,1,0,4,68781,0,0,1,High Potential / High Performance,0.2524468437941111
EMP003821,EMP009124,Sales,IC2,Masters,8,6,3,0,2,50.0,4,0,1,0,2,87613,0,0,1,High Potential / Moderate Performance,0.20860383101331967
EMP002647,EMP005466,Engineering,IC2,Associates,9,5,3,0,2,100.0,2,1,2,0,2,92876,0,1,0,Low Potential / Moderate Performance,0.10975512512289538
